Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2R7gA9dAHTjASKU0wiTJok,"Jerusalema (feat. Nomcebo Zikode) - Edit","Jerusalema (feat. Burna Boy & Nomcebo Zikode) [Remix]","Master KG,Nomcebo Zikode",2020-07-09,188986,58,false,s0rqtt261v6qpzow5xb19wbz8,2023-06-20T08:27:59Z,"amapiano,gqom,afrobeats","Elektra France",0.903,0.545,1,-6.896,1,0.05,0.0226,0.0000082,0.0571,0.87,124.011,4
spotify:track:1WXxaDQxz9QNaWw20BZDmN,"Il y aura toujours un rendez-vous - Version radio","2022 Un air d'Enfoirés","Les Enfoirés",2022-03-05,199280,23,false,s0rqtt261v6qpzow5xb19wbz8,2023-06-20T08:28:12Z,"chanson,variété française,pop française","Sony Music/Restos Du Coeur",0.771,0.558,7,-10.562,0,0.0441,0.378,0.00000358,0.131,0.615,105.009,4
spotify:track:3S6gQlWNWtAmz73M8LZKZw,"PS : Je t'aime","Panorama","Christophe Willem",2022-09-16,174213,48,false,s0rqtt261v6qpzow5xb19wbz8,2023-06-20T08:28:37Z,"variété française,pop française,chanson","RCA Group",0.888,0.597,11,-6.132,0,0.0564,0.0125,0.00000151,0.15,0.674,120.014,4
spotify:track:0VKxd6VnCZMv5uQCdC7qXf,"Le chanteur","Le chanteur (Remastered)","Daniel Balavoine",1978-06-01,234112,62,false,s0rqtt261v6qpzow5xb19wbz8,2023-06-20T08:28:50Z,"variété française,chanson,house française,pop française","Universal Music Division Barclay",0.571,0.603,9,-10.436,1,0.0327,0.458,0.00000958,0.644,0.671,124.769,4
spotify:track:3GfUHAoOSGy3hhEaTU34WV,"Il jouait du piano debout - Remasterisé en 2004","Paris France (Remasterisé en 2004)","France Gall",1980,273626,61,false,s0rqtt261v6qpzow5xb19wbz8,2023-06-20T08:28:57Z,"variété française,chanson,pop française,house française","Warner (France)",0.677,0.856,3,-7.177,1,0.0506,0.498,0.0000264,0.0659,0.949,105.977,4
spotify:track:43THPstJP6RXLMd7ryXyNf,"Marcia Baïla","Rita Mitsouko","Les Rita Mitsouko",1984-01-04,335746,60,false,s0rqtt261v6qpzow5xb19wbz8,2023-06-20T08:30:23Z,"variété française,chanson,pop française,house française","Because Music",0.772,0.795,7,-5.945,1,0.0328,0.201,0,0.0765,0.819,126.847,4
spotify:track:4mII9EfvzMukROnehYgqG3,"L'amour à la plage","Encore un dernier baiser","Niagara",1986-01-01,203293,53,false,s0rqtt261v6qpzow5xb19wbz8,2023-06-20T08:30:31Z,"variété française,chanson,pop française,house française","Universal Music Division Label Panthéon",0.656,0.686,11,-11.893,0,0.0315,0.0914,0.0000106,0.147,0.964,119.779,4
spotify:track:5TpIQ1tVlPnm4SHObswUU6,"Chacun fait (c'qui lui plait)","Chacun fait (C'qui lui plait)","Chagrin D'amour",1981-01-01,249280,54,false,s0rqtt261v6qpzow5xb19wbz8,2023-06-20T08:30:39Z,"variété française,chanson,pop française","London Music Stream",0.711,0.804,9,-7.41,0,0.0698,0.145,0,0.3,0.85,113.539,4
spotify:track:3TPMCRyszVa7bKhPArTjXl,"Attention au départ","Génération Enfoirés","Les Enfoirés,Carla,Manuela,Evan,Marco",2017-12-01,170733,26,false,s0rqtt261v6qpzow5xb19wbz8,2023-06-20T08:31:04Z,"chanson,variété française,pop française,schlager,dance italienne","Universal Music Distribution Deal",0.764,0.782,4,-6.359,0,0.085,0.00578,0,0.0647,0.297,103.014,4
spotify:track:78ERkpEKk7GlzthZxgxsxP,"6 Coups","6 Coups","Benab",2023-05-05,165512,30,true,s0rqtt261v6qpzow5xb19wbz8,2023-06-21T08:46:24Z,"hip-hop français,pop urbaine","Dracarys Music / AllPoints",0.79,0.875,6,-4.634,0,0.11,0.35,0.00000236,0.086,0.833,144.996,4
spotify:track:4AAwQy6zMT18yh73S4CZvU,"Suzette","C'est ça qui est bon","Dany Brillant",1991-11-25,231266,45,false,s0rqtt261v6qpzow5xb19wbz8,2023-06-20T08:31:21Z,"variété française,chanson,cha-cha-cha","Warner (France)",0.685,0.536,9,-7.315,0,0.192,0.09,0,0.11,0.661,104.773,4
spotify:track:2GS9AEoOjgbztBfIbCJ2mr,"Baila Pa Mi","Baila Pa Mi","Lucenzo",2022-04-15,160421,51,false,s0rqtt261v6qpzow5xb19wbz8,2023-06-21T08:47:17Z,"reggaeton","Play Two",0.853,0.619,5,-5.842,1,0.154,0.499,0.0124,0.102,0.755,94.988,4
spotify:track:7H90dG9HiJ05b5NMNccm5C,"Femme libérée","Stars 80 l’album anniversaire !","Cookie Dingler",2017-12-08,224453,0,false,s0rqtt261v6qpzow5xb19wbz8,2023-06-20T08:31:34Z,"variété française","Universal Music Distribution Deal",0.723,0.859,5,-7.399,0,0.122,0.36,0,0.864,0.582,132.804,4
spotify:track:2u5PWA2SVn5xuyPebwlfDu,"Maldòn (La musique dans la peau)","Obsession années 90","Tubes 90",2017-09-22,235226,36,false,s0rqtt261v6qpzow5xb19wbz8,2023-06-20T08:31:39Z,"","Magenta Production",0.652,0.981,2,-1.396,0,0.0443,0.379,0.116,0.374,0.784,131.6,4
spotify:track:0C9i6dklnUoFcp1jsP03ud,"Sensualité","The Songs (Acoustic)","Axelle Red",2016-03-04,231835,48,false,s0rqtt261v6qpzow5xb19wbz8,2023-06-20T08:32:16Z,"variété française,chanson,pop française,house française","Tracks 2015",0.713,0.357,6,-8.27,1,0.0364,0.812,0.000178,0.0283,0.549,96.022,4
spotify:track:3D29kjUyWxsT3jUUTtARVQ,"DIE","KMT","Gazo",2022-07-01,240413,69,true,s0rqtt261v6qpzow5xb19wbz8,2023-06-21T08:47:31Z,"hip-hop français,r&b français,pop urbaine,drill","BSB PROD",0.695,0.63,8,-7.16,0,0.035,0.229,0,0.118,0.55,130.968,4
spotify:track:2a7Sqh8bpbabVWlY2jRET9,"Cosmo","Cosmopolitanie (Deluxe Edition)","Soprano",2015-08-21,183906,62,false,s0rqtt261v6qpzow5xb19wbz8,2023-06-20T08:33:38Z,"hip-hop français,chanson,pop française,r&b français,pop urbaine,variété française","Rec. 118",0.693,0.903,5,-4.355,0,0.313,0.00809,0,0.111,0.656,146.015,4
spotify:track:27N8TFqYeZhdrgFITRJncP,"Mama Africa (feat. Angélique Kidjo et Youssou Ndour)","Forever United","Kids United,Angelique Kidjo,Youssou N'Dour",2017-08-18,169578,50,false,s0rqtt261v6qpzow5xb19wbz8,2023-06-20T08:33:53Z,"chanson,musique pour enfants,pop française,afropop","Play On",0.674,0.784,9,-4.393,1,0.0632,0.00848,0,0.0793,0.524,111.877,4
spotify:track:57s71ihqYd8f9lMW4BKWJU,"Danza Kuduro","100% tubes de l'été : La bande son 100% soleil","Don Omar,Lucenzo",2018-06-15,195020,48,false,s0rqtt261v6qpzow5xb19wbz8,2023-06-20T08:47:33Z,"reggaeton,urbano latino","Wagram Music",0.562,0.908,0,-6.46,1,0.12,0.0682,0,0.109,0.753,129.95,4
spotify:track:45eY7Qi2PDUs8WJEhjGWdN,"Ramenez la coupe à la maison","Ramenez la coupe à la maison","Vegedream",2018-07-19,235555,70,false,s0rqtt261v6qpzow5xb19wbz8,2023-06-21T08:41:51Z,"pop urbaine,r&b français,hip-hop français,shatta","Universal Music Division Island Def Jam",0.808,0.661,0,-6.237,0,0.0395,0.0358,0,0.138,0.804,107.992,4
spotify:track:03y045SZqaC94yfXl1cU4E,"Petrouchka (feat. PLK)","Avec le temps","Soso Maness,PLK",2021-06-04,189933,60,true,s0rqtt261v6qpzow5xb19wbz8,2023-06-21T08:44:32Z,"hip-hop français,pop urbaine","RCA Group",0.624,0.802,6,-4.818,1,0.311,0.0597,0,0.252,0.818,133.888,4
spotify:track:6ab3CQvDlAVttThZucwGQ1,"Angela","Chaise pliante","Hatik",2019-08-30,236000,1,true,s0rqtt261v6qpzow5xb19wbz8,2023-06-21T09:18:48Z,"hip-hop français,pop urbaine,r&b français","Low Wood / Bendo Music / Capitol",0.65,0.469,2,-8.676,0,0.184,0.702,0.249,0.106,0.378,191.853,4
spotify:track:4gLStrXPKcblZ8OEyb9QUO,"123","Vivante","Amel Bent,Hatik",2021-09-30,226000,56,false,s0rqtt261v6qpzow5xb19wbz8,2023-06-21T09:18:58Z,"r&b français,pop française,variété française,chanson,hip-hop français,pop urbaine","Universal Music Division Capitol Music France",0.72,0.487,10,-7.79,0,0.0584,0.765,0,0.122,0.704,147.805,4
spotify:track:108TCF0NVAH4MDYwub3pph,"Éternel","Vague à l'âme","Hatik",2021-03-12,247986,62,false,s0rqtt261v6qpzow5xb19wbz8,2023-06-21T09:19:07Z,"hip-hop français,pop urbaine,r&b français","Play Two",0.752,0.227,6,-11.34,1,0.0578,0.705,0.000175,0.0958,0.091,116.957,4
spotify:track:6XBaTMiZa77Du2XEl1RNaa,"Les sardines","Pochette Surprise","Patrick Sébastien",2006-01-01,233866,53,false,s0rqtt261v6qpzow5xb19wbz8,2023-07-16T09:35:53Z,"chanson","Universal Music Division Polydor France",0.772,0.874,10,-4.164,1,0.139,0.00889,0.00000154,0.885,0.966,154.015,4
spotify:track:5jO5bGgTfDGJ2Wy1JnEnPZ,"Les pouces en avant - Et tchic et tchac han han","Defer mène la danse","Defer et s'n'orchess',Danse des pouces",2011-06-01,202605,47,false,s0rqtt261v6qpzow5xb19wbz8,2023-07-16T09:36:13Z,"","Babaorum Production",0.853,0.73,11,-6.881,0,0.284,0.0692,0.0000048,0.231,0.527,129.926,4
spotify:track:4aie3id34NbdlJEaWNlKyZ,"Roule","L'Everest (Deluxe Edition)","Soprano",2016-10-14,238893,63,false,s0rqtt261v6qpzow5xb19wbz8,2024-04-03T12:24:59Z,"hip-hop français,chanson,pop française,r&b français,pop urbaine,variété française","Rec. 118",0.641,0.683,7,-5.549,0,0.043,0.409,0.00000171,0.203,0.303,90.039,4
spotify:track:1v4G9Dlu4Nb9ulUDUPVZDq,"Millionnaire","Cosmopolitanie (Deluxe Edition)","Soprano",2015-08-21,182853,51,false,s0rqtt261v6qpzow5xb19wbz8,2024-04-03T12:25:06Z,"hip-hop français,chanson,pop française,r&b français,pop urbaine,variété française","Rec. 118",0.574,0.859,11,-4.713,0,0.233,0.219,0.0000154,0.335,0.612,111.497,4
spotify:track:3WFP6beklK0c62PrsBp2Mc,"Fous ta cagoule - Radio Edit","T'as vu","Fatal Bazooka",2007-05-28,205773,56,false,s0rqtt261v6qpzow5xb19wbz8,2024-04-03T12:25:20Z,"","Up Music/WM France",0.694,0.814,7,-4.007,1,0.365,0.617,0,0.0875,0.904,192.396,4
